CLASSE,Hue,Saturation,Value,Vibration,Metal
Madeira,4.29,30.43,18.04,5.39,0
Madeira,5.71,39.62,20.78,5.11,0
Madeira,8.57,31.11,17.65,5.10,0
Madeira,3.75,32.65,19.22,8.34,0
Madeira,8.18,42.31,20.39,8.62,0
Madeira,8.00,32.61,18.04,8.06,0
Madeira,8.57,39.62,20.78,6.89,0
Madeira,7.50,34.04,18.43,6.98,0
Madeira,4.00,31.25,18.82,8.31,0
Madeira,8.57,40.38,20.39,10.08,0
Madeira,8.00,32.61,18.04,12.19,0
Madeira,6.00,37.74,20.78,12.23,0
Madeira,7.50,34.04,18.43,11.77,0
Madeira,4.00,31.25,18.82,13.81,0
Madeira,8.18,41.51,20.78,13.22,0
Madeira,8.00,32.61,18.04,12.52,0
Madeira,6.00,37.74,20.78,10.54,0
Madeira,7.50,34.04,18.43,9.92,0
Madeira,8.57,29.79,18.43,8.99,0
Madeira,8.57,40.38,20.39,8.67,0
Madeira,8.57,31.11,17.65,9.07,0
Madeira,8.57,39.62,20.78,8.28,0
Madeira,8.00,32.61,18.04,7.24,0
Madeira,4.29,29.79,18.43,8.02,0
Madeira,8.18,41.51,20.78,8.73,0
Madeira,8.00,32.61,18.04,7.88,0
Madeira,3.16,36.54,20.39,8.12,0
Madeira,7.50,34.04,18.43,7.60,0
Madeira,4.62,28.26,18.04,7.58,0
Madeira,8.18,41.51,20.78,8.30,0
Madeira,8.00,32.61,18.04,9.80,0
Madeira,6.32,36.54,20.39,9.72,0
Madeira,6.67,37.50,18.82,9.02,0
Madeira,4.62,28.26,18.04,7.91,0
Madeira,5.71,39.62,20.78,8.43,0
Madeira,8.00,32.61,18.04,7.70,0
Madeira,6.67,35.29,20.00,7.24,0
Madeira,6.67,36.73,19.22,6.29,0
Madeira,8.57,30.43,18.04,5.96,0
Madeira,10.91,41.51,20.78,6.01,0
Madeira,8.00,32.61,18.04,5.66,0
Madeira,6.67,35.29,20.00,5.51,0
Madeira,6.32,38.00,19.61,4.90,0
Madeira,4.29,30.43,18.04,4.63,0
Madeira,5.71,39.62,20.78,5.05,0
Madeira,8.00,32.61,18.04,5.05,0
Madeira,3.33,35.29,20.00,4.56,0
Madeira,6.00,39.22,20.00,4.86,0
Madeira,4.29,30.43,18.04,6.30,0
Madeira,8.57,39.62,20.78,7.48,0
Madeira,8.00,32.61,18.04,7.66,0
Madeira,7.06,34.00,19.61,9.51,0
Madeira,6.00,39.22,20.00,8.21,0
Madeira,4.29,30.43,18.04,11.71,0
Madeira,8.57,39.62,20.78,10.27,0
Madeira,8.57,31.11,17.65,16.39,0
Madeira,8.00,31.25,18.82,14.81,0
Madeira,6.00,39.22,20.00,13.48,0
Madeira,4.29,30.43,18.04,18.40,0
Madeira,6.00,37.74,20.78,15.76,0
Madeira,8.00,32.61,18.04,17.38,0
Madeira,8.00,31.25,18.82,14.75,0
Madeira,8.57,40.38,20.39,13.36,0
Madeira,8.57,31.11,17.65,11.21,0
Madeira,8.57,39.62,20.78,9.28,0
Madeira,8.00,32.61,18.04,7.91,0
Madeira,8.00,31.25,18.82,7.12,0
Madeira,8.57,40.38,20.39,6.84,0
Madeira,8.57,31.11,17.65,5.96,0
Madeira,8.57,39.62,20.78,8.93,0
Madeira,8.00,32.61,18.04,10.81,0
Madeira,4.29,29.79,18.43,10.72,0
Madeira,8.18,41.51,20.78,13.66,0
Madeira,8.57,31.11,17.65,13.95,0
Madeira,6.32,36.54,20.39,12.27,0
Madeira,7.50,34.04,18.43,14.13,0
Madeira,4.62,28.26,18.04,13.25,0
Madeira,8.18,41.51,20.78,14.17,0
Madeira,8.57,31.11,17.65,15.63,0
Madeira,6.32,36.54,20.39,14.08,0
Madeira,7.06,35.42,18.82,13.33,0
Madeira,4.62,28.26,18.04,13.75,0
Madeira,8.18,41.51,20.78,11.81,0
Madeira,8.00,32.61,18.04,13.04,0
Madeira,6.00,37.74,20.78,16.92,0
Madeira,7.06,35.42,18.82,17.30,0
Madeira,4.62,28.26,18.04,14.92,0
Madeira,5.71,39.62,20.78,14.20,0
Madeira,8.57,31.11,17.65,14.16,0
Madeira,6.67,35.29,20.00,14.87,0
Madeira,6.67,36.73,19.22,13.16,0
Madeira,9.23,28.89,17.65,12.72,0
Madeira,5.71,39.62,20.78,12.24,0
Madeira,8.00,32.61,18.04,11.04,0
Madeira,6.67,35.29,20.00,9.85,0
Madeira,6.32,38.00,19.61,8.58,0
Madeira,4.29,30.43,18.04,7.92,0
Madeira,8.57,39.62,20.78,7.05,0
Madeira,8.57,31.11,17.65,6.31,0
Madeira,3.53,34.00,19.61,6.31,0
Madeira,6.00,39.22,20.00,5.91,0
Madeira,4.62,28.89,17.65,10.38,0
Madeira,8.57,39.62,20.78,12.66,0
Madeira,4.29,31.11,17.65,12.80,0
Madeira,7.06,34.00,19.61,18.92,0
Madeira,9.00,39.22,20.00,15.91,0
Madeira,4.62,28.89,17.65,13.05,0
Madeira,6.00,37.74,20.78,11.97,0
Madeira,8.00,32.61,18.04,10.59,0
Madeira,3.75,32.65,19.22,10.44,0
Madeira,6.00,39.22,20.00,9.09,0
Madeira,4.62,28.89,17.65,9.34,0
Madeira,8.57,39.62,20.78,8.81,0
Madeira,8.00,32.61,18.04,7.88,0
Madeira,4.00,31.25,18.82,7.82,0
Madeira,5.71,40.38,20.39,7.60,0
Madeira,8.57,31.11,17.65,7.26,0
Madeira,6.00,37.74,20.78,6.87,0
Madeira,8.00,32.61,18.04,6.21,0
Madeira,8.00,31.25,18.82,5.45,0
Madeira,8.57,40.38,20.39,5.67,0
Madeira,8.57,31.11,17.65,6.13,0
Madeira,6.00,37.74,20.78,7.55,0
Madeira,8.00,32.61,18.04,7.84,0
Madeira,12.86,30.43,18.04,11.02,0
Madeira,8.57,40.38,20.39,11.86,0
Madeira,8.57,31.11,17.65,11.98,0
Madeira,3.00,37.74,20.78,12.35,0
Madeira,8.00,32.61,18.04,14.24,0
Madeira,4.62,28.26,18.04,12.86,0
Madeira,8.18,41.51,20.78,13.13,0
Madeira,8.00,32.61,18.04,13.80,0
Madeira,9.47,36.54,20.39,18.63,0
Madeira,7.50,34.04,18.43,19.71,0
Madeira,4.62,28.26,18.04,20.38,0
Madeira,5.45,41.51,20.78,19.53,0
Madeira,8.00,32.61,18.04,17.90,0
Madeira,6.32,36.54,20.39,16.15,0
Madeira,7.06,35.42,18.82,13.99,0
Madeira,4.29,29.79,18.43,14.66,0
Madeira,8.18,41.51,20.78,12.95,0
Madeira,8.00,32.61,18.04,13.32,0
Madeira,6.32,36.54,20.39,13.95,0
Madeira,3.53,34.69,19.22,13.27,0
Madeira,8.57,30.43,18.04,11.09,0
Madeira,10.91,41.51,20.78,9.41,0
Madeira,8.57,31.11,17.65,8.54,0
Madeira,6.67,35.29,20.00,7.83,0
Madeira,10.00,36.73,19.22,7.21,0
Madeira,4.62,28.26,18.04,7.04,0
Madeira,8.57,39.62,20.78,6.30,0
Madeira,8.00,32.61,18.04,7.04,0
Madeira,6.67,35.29,20.00,5.95,0
Madeira,6.00,39.22,20.00,5.80,0
Madeira,4.29,30.43,18.04,5.32,0
Madeira,8.18,40.74,21.18,5.38,0
Madeira,8.00,32.61,18.04,4.75,0
Madeira,7.06,34.00,19.61,4.48,0
Madeira,6.00,39.22,20.00,4.37,0
Madeira,4.29,30.43,18.04,6.20,0
Madeira,8.57,39.62,20.78,5.93,0
Madeira,8.00,32.61,18.04,5.92,0
Madeira,7.50,32.65,19.22,6.23,0
Madeira,6.00,39.22,20.00,5.59,0
Madeira,4.29,30.43,18.04,5.90,0
Madeira,5.71,39.62,20.78,5.36,0
Madeira,8.00,32.61,18.04,5.41,0
Madeira,4.00,31.25,18.82,4.91,0
Madeira,8.57,40.38,20.39,5.35,0
Madeira,4.29,30.43,18.04,5.17,0
Madeira,8.57,39.62,20.78,5.07,0
Madeira,8.00,32.61,18.04,5.17,0
Madeira,4.29,29.79,18.43,4.89,0
Madeira,8.57,40.38,20.39,6.28,0
Madeira,8.57,31.11,17.65,7.00,0
Madeira,6.00,37.74,20.78,8.16,0
Madeira,7.50,34.04,18.43,7.40,0
Madeira,4.29,29.79,18.43,6.69,0
Madeira,8.18,41.51,20.78,6.57,0
Madeira,12.00,32.61,18.04,7.07,0
Madeira,6.00,37.74,20.78,6.11,0
Madeira,7.50,34.04,18.43,5.20,0
Madeira,4.29,29.79,18.43,6.61,0
Madeira,8.18,41.51,20.78,8.70,0
Madeira,8.00,32.61,18.04,11.07,0
Madeira,6.32,36.54,20.39,11.20,0
Madeira,7.06,35.42,18.82,9.44,0
Madeira,8.57,30.43,18.04,8.97,0
Madeira,10.91,41.51,20.78,8.49,0
Madeira,8.00,32.61,18.04,10.28,0
Madeira,6.32,36.54,20.39,9.13,0
Madeira,6.67,36.73,19.22,9.04,0
Madeira,4.62,28.26,18.04,8.20,0
Madeira,7.83,42.59,21.18,9.06,0
Madeira,8.00,32.61,18.04,9.90,0
Madeira,6.67,35.29,20.00,8.80,0
Madeira,6.32,38.00,19.61,10.14,0
Madeira,4.29,30.43,18.04,11.40,0
Madeira,8.57,39.62,20.78,12.37,0
Madeira,8.00,32.61,18.04,11.11,0
Madeira,3.33,35.29,20.00,10.99,0
Madeira,6.32,38.00,19.61,11.13,0
Madeira,4.29,30.43,18.04,18.22,0
Madeira,8.57,39.62,20.78,20.83,0
Madeira,8.00,32.61,18.04,23.11,0
Madeira,6.67,35.29,20.00,22.68,0
Madeira,6.00,39.22,20.00,20.75,0
Madeira,4.29,30.43,18.04,18.28,0
Madeira,8.57,39.62,20.78,23.46,0
Madeira,8.00,32.61,18.04,21.60,0
Madeira,7.06,34.00,19.61,18.73,0
Madeira,6.00,39.22,20.00,20.70,0
Madeira,4.29,30.43,18.04,22.78,0
Madeira,8.57,39.62,20.78,23.46,0
Madeira,8.00,32.61,18.04,20.52,0
Madeira,8.00,31.25,18.82,17.41,0
Madeira,6.00,39.22,20.00,15.62,0
Madeira,8.00,32.61,18.04,13.53,0
Madeira,8.57,39.62,20.78,12.20,0
Madeira,8.00,32.61,18.04,10.75,0
Madeira,4.00,31.25,18.82,10.02,0
Madeira,8.57,40.38,20.39,11.53,0
Madeira,8.00,32.61,18.04,10.95,0
Madeira,8.57,39.62,20.78,9.77,0
Madeira,8.00,32.61,18.04,9.16,0
Madeira,4.00,31.25,18.82,8.02,0
Madeira,8.18,41.51,20.78,7.01,0
Madeira,8.00,32.61,18.04,5.90,0
Madeira,6.00,37.74,20.78,5.51,0
Madeira,11.25,34.78,18.04,5.80,0
Madeira,4.29,29.79,18.43,5.05,0
Madeira,8.18,41.51,20.78,5.41,0
Madeira,8.00,32.61,18.04,5.28,0
Madeira,6.00,37.74,20.78,7.42,0
Madeira,7.50,34.04,18.43,10.00,0
Madeira,4.29,29.79,18.43,8.56,0
Madeira,8.18,41.51,20.78,7.54,0
Madeira,8.00,32.61,18.04,7.69,0
Madeira,6.32,36.54,20.39,7.19,0
Madeira,7.06,35.42,18.82,7.11,0
Madeira,8.57,30.43,18.04,9.67,0
Madeira,8.57,39.62,20.78,12.40,0
Madeira,8.00,32.61,18.04,10.54,0
Madeira,6.32,36.54,20.39,10.41,0
Madeira,7.06,35.42,18.82,8.84,0
Madeira,8.57,30.43,18.04,8.11,0
Madeira,5.71,39.62,20.78,9.05,0
Madeira,11.25,34.78,18.04,9.50,0
Madeira,6.67,35.29,20.00,9.07,0
Madeira,6.32,38.00,19.61,8.68,0
Madeira,8.57,30.43,18.04,8.73,0
Madeira,5.45,40.74,21.18,8.76,0
Madeira,8.00,32.61,18.04,7.34,0
Madeira,6.67,35.29,20.00,6.65,0
Madeira,6.32,38.00,19.61,6.15,0
Madeira,8.00,31.91,18.43,5.60,0
Madeira,8.57,39.62,20.78,4.81,0
Madeira,8.00,32.61,18.04,4.19,0
Madeira,10.00,36.00,19.61,4.16,0
Madeira,6.00,39.22,20.00,6.78,0
Madeira,4.29,30.43,18.04,7.15,0
Madeira,8.57,39.62,20.78,7.70,0
Madeira,8.00,32.61,18.04,6.80,0
Madeira,7.50,32.65,19.22,7.73,0
Madeira,5.71,40.38,20.39,10.45,0
Madeira,4.29,30.43,18.04,11.42,0
Madeira,8.57,39.62,20.78,9.87,0
Madeira,8.00,32.61,18.04,9.76,0
Madeira,8.00,31.25,18.82,15.60,0
Madeira,8.57,40.38,20.39,13.32,0
Madeira,8.00,32.61,18.04,11.65,0
Madeira,6.00,37.74,20.78,10.52,0
Madeira,8.00,32.61,18.04,9.32,0
Madeira,4.00,31.25,18.82,8.36,0
Madeira,8.18,41.51,20.78,7.65,0
Madeira,8.00,32.61,18.04,7.08,0
Madeira,6.00,37.74,20.78,6.49,0
Madeira,7.50,34.04,18.43,6.10,0
Madeira,4.29,29.79,18.43,5.82,0
Madeira,8.18,41.51,20.78,5.35,0
Madeira,8.00,32.61,18.04,7.39,0
Madeira,6.00,37.74,20.78,8.88,0
Madeira,7.50,34.04,18.43,12.01,0
Madeira,8.00,31.91,18.43,11.27,0
Madeira,8.18,41.51,20.78,9.99,0
Madeira,8.00,32.61,18.04,10.02,0
Madeira,6.32,36.54,20.39,14.64,0
Madeira,7.06,35.42,18.82,13.57,0
Madeira,4.62,28.26,18.04,11.73,0
Madeira,7.83,42.59,21.18,10.26,0
Madeira,7.50,34.04,18.43,8.47,0
Madeira,6.32,36.54,20.39,7.40,0
Madeira,7.06,35.42,18.82,7.19,0
Madeira,4.62,28.26,18.04,6.10,0
Madeira,8.57,39.62,20.78,5.70,0
Madeira,8.00,32.61,18.04,5.21,0
Madeira,6.32,36.54,20.39,4.86,0
Madeira,6.67,36.73,19.22,4.17,0
Madeira,0.00,28.26,18.04,5.10,0
Madeira,10.91,41.51,20.78,5.58,0
Madeira,12.00,32.61,18.04,5.21,0
Madeira,6.32,36.54,20.39,8.19,0
Madeira,6.67,36.73,19.22,7.96,0
Madeira,8.57,30.43,18.04,13.60,0
Madeira,8.18,40.74,21.18,14.49,0
Madeira,12.00,32.61,18.04,17.09,0
Madeira,7.06,34.00,19.61,14.97,0
Madeira,6.00,39.22,20.00,13.17,0
Madeira,8.57,30.43,18.04,12.48,0
Madeira,8.57,39.62,20.78,10.52,0
Madeira,8.00,32.61,18.04,9.86,0
Madeira,3.53,34.00,19.61,8.14,0
Madeira,8.57,41.18,20.00,8.28,0
Madeira,4.29,30.43,18.04,8.70,0
Madeira,8.57,39.62,20.78,7.86,0
Madeira,8.00,32.61,18.04,8.58,0
Madeira,7.50,32.65,19.22,7.42,0
Madeira,9.00,39.22,20.00,8.09,0
Madeira,4.00,31.91,18.43,7.75,0
Madeira,6.00,37.74,20.78,12.09,0
Madeira,8.00,32.61,18.04,11.19,0
Madeira,8.00,31.25,18.82,9.29,0
Madeira,8.57,40.38,20.39,8.31,0
Madeira,4.00,31.91,18.43,10.47,0
Madeira,8.57,39.62,20.78,9.12,0
Madeira,8.00,32.61,18.04,9.00,0
Madeira,4.29,29.79,18.43,8.30,0
Madeira,8.18,41.51,20.78,7.50,0
Madeira,8.00,32.61,18.04,6.81,0
Madeira,6.00,37.74,20.78,6.62,0
Madeira,7.50,34.04,18.43,6.68,0
Madeira,4.62,28.26,18.04,5.92,0
Madeira,8.18,41.51,20.78,5.54,0
Madeira,8.00,32.61,18.04,5.34,0
Madeira,6.32,36.54,20.39,8.27,0
Madeira,7.50,34.04,18.43,10.94,0
Madeira,4.62,28.26,18.04,11.99,0
Madeira,8.18,41.51,20.78,10.13,0
Madeira,8.00,32.61,18.04,8.89,0
Madeira,6.32,36.54,20.39,7.51,0
Madeira,7.06,35.42,18.82,7.09,0
Madeira,4.29,29.79,18.43,6.83,0
Madeira,5.71,39.62,20.78,5.93,0
Madeira,4.00,32.61,18.04,5.94,0
Madeira,6.67,35.29,20.00,5.23,0
Madeira,6.67,36.73,19.22,5.31,0
Madeira,8.57,30.43,18.04,4.77,0
Madeira,10.91,41.51,20.78,4.44,0
Madeira,8.00,32.61,18.04,4.48,0
Madeira,6.67,35.29,20.00,4.21,0
Madeira,3.53,34.69,19.22,4.31,0
Madeira,4.29,30.43,18.04,5.91,0
Madeira,8.57,39.62,20.78,5.43,0
Madeira,8.00,32.61,18.04,6.45,0
Madeira,6.67,35.29,20.00,5.75,0
Madeira,6.00,39.22,20.00,5.25,0
Madeira,4.29,30.43,18.04,4.71,0
Madeira,8.57,39.62,20.78,6.31,0
Madeira,8.00,32.61,18.04,6.87,0
Madeira,7.06,34.00,19.61,10.62,0
Madeira,6.00,39.22,20.00,9.68,0
Madeira,8.57,31.11,17.65,10.36,0
Madeira,8.57,39.62,20.78,10.50,0
Madeira,8.00,32.61,18.04,16.12,0
Madeira,3.75,32.65,19.22,16.39,0
Madeira,5.71,40.38,20.39,17.34,0
Madeira,8.00,32.61,18.04,18.84,0
Madeira,8.57,39.62,20.78,18.36,0
Madeira,8.00,32.61,18.04,22.06,0
Madeira,4.00,31.25,18.82,19.01,0
Madeira,8.57,40.38,20.39,21.07,0
Madeira,4.29,30.43,18.04,19.79,0
Madeira,8.57,39.62,20.78,18.53,0
Madeira,8.00,32.61,18.04,19.75,0
Madeira,4.29,29.79,18.43,18.40,0
Madeira,8.57,40.38,20.39,17.47,0
Madeira,8.00,32.61,18.04,17.87,0
Madeira,6.00,37.74,20.78,21.06,0
Madeira,8.00,32.61,18.04,20.35,0
Madeira,4.29,29.79,18.43,20.32,0
Madeira,8.18,41.51,20.78,17.79,0
Madeira,8.00,32.61,18.04,16.89,0
Madeira,6.00,37.74,20.78,15.31,0
Madeira,7.50,34.04,18.43,13.64,0
Madeira,4.62,28.26,18.04,11.92,0
Madeira,8.18,41.51,20.78,11.85,0
Madeira,8.00,32.61,18.04,10.01,0
Madeira,6.32,36.54,20.39,10.35,0
Madeira,7.50,34.04,18.43,8.88,0
Madeira,4.29,29.79,18.43,8.02,0
Madeira,8.57,39.62,20.78,7.71,0
Madeira,8.00,32.61,18.04,8.20,0
Madeira,6.32,36.54,20.39,8.43,0
Madeira,6.67,36.73,19.22,8.59,0
Madeira,9.23,28.89,17.65,7.81,0
Madeira,8.18,41.51,20.78,10.04,0
Madeira,24.00,47.01,45.88,1.57,0
Madeira,23.16,47.11,47.45,2.81,0
Madeira,24.64,47.46,46.27,2.83,0
Madeira,24.00,44.64,43.92,3.60,0
Madeira,21.51,45.30,45.88,4.12,0
Madeira,23.79,47.93,47.45,4.21,0
Madeira,24.00,44.64,43.92,4.56,0
Madeira,23.27,43.75,43.92,4.29,0
Madeira,23.16,47.11,47.45,6.01,0
Madeira,24.91,46.90,44.31,9.56,0
Madeira,25.20,44.64,43.92,8.01,0
Madeira,22.11,47.11,47.45,7.04,0
Madeira,24.21,47.90,46.67,6.14,0
Madeira,22.80,44.64,43.92,5.86,0
Madeira,22.35,43.97,45.49,5.32,0
Madeira,23.16,47.11,47.45,4.69,0
Madeira,24.00,44.64,43.92,4.30,0
Madeira,23.27,43.75,43.92,4.08,0
Madeira,23.16,47.11,47.45,6.80,0
Madeira,24.23,45.61,44.71,6.86,0
Madeira,23.27,43.75,43.92,9.97,0
Madeira,21.43,46.28,47.45,9.20,0
Madeira,23.39,48.76,47.45,11.00,0
Madeira,24.00,44.64,43.92,10.15,0
Madeira,23.53,44.35,45.10,12.63,0
Madeira,23.79,47.93,47.45,11.18,0
Madeira,24.00,44.64,43.92,10.38,0
Madeira,25.00,43.24,43.53,10.46,0
Madeira,23.16,47.11,47.45,9.98,0
Madeira,23.08,45.61,44.71,9.16,0
Madeira,24.00,44.64,43.92,8.32,0
Madeira,22.50,46.67,47.06,7.25,0
Madeira,23.79,48.33,47.06,6.42,0
Madeira,25.20,44.64,43.92,5.67,0
Madeira,22.80,43.86,44.71,4.85,0
Madeira,23.16,47.11,47.45,3.99,0
Madeira,24.00,44.64,43.92,4.61,0
Madeira,22.04,43.75,43.92,5.22,0
Madeira,23.79,47.93,47.45,5.64,0
Madeira,23.33,46.55,45.49,6.69,0
Madeira,24.00,44.64,43.92,6.55,0
Madeira,22.91,46.22,46.67,8.34,0
Madeira,21.72,47.93,47.45,7.72,0
Madeira,25.20,44.64,43.92,7.51,0
Madeira,24.00,44.25,44.31,6.53,0
Madeira,25.86,47.93,47.45,6.38,0
Madeira,24.71,45.54,43.92,5.68,0
Madeira,23.27,43.75,43.92,6.32,0
Madeira,22.50,46.28,47.45,5.93,0
Madeira,23.33,46.55,45.49,5.00,0
Madeira,24.00,44.64,43.92,4.59,0
Madeira,21.82,46.22,46.67,4.79,0
Madeira,22.76,47.93,47.45,4.56,0
Madeira,24.00,44.64,43.92,4.04,0
Madeira,24.49,43.75,43.92,4.35,0
Madeira,23.16,47.11,47.45,4.63,0
Madeira,24.71,45.54,43.92,4.54,0
Madeira,24.00,44.64,43.92,4.73,0
Madeira,23.16,47.11,47.45,4.79,0
Madeira,24.00,47.01,45.88,4.56,0
Madeira,23.53,45.54,43.92,4.67,0
Madeira,23.33,45.76,46.27,6.19,0
Madeira,23.79,47.93,47.45,5.49,0
Madeira,22.80,44.64,43.92,5.68,0
Madeira,23.27,43.75,43.92,5.52,0
Madeira,23.16,47.11,47.45,5.98,0
Madeira,23.53,45.13,44.31,5.78,0
Madeira,24.00,44.64,43.92,5.57,0
Madeira,23.16,47.11,47.45,9.96,0
Madeira,23.16,47.90,46.67,8.67,0
Madeira,24.00,44.64,43.92,8.12,0
Madeira,22.64,45.69,45.49,8.86,0
Madeira,24.83,47.93,47.45,8.45,0
Madeira,22.80,44.64,43.92,9.42,0
Madeira,23.27,43.75,43.92,10.68,0
Madeira,23.16,47.11,47.45,12.03,0
Madeira,24.23,45.61,44.71,11.87,0
Madeira,24.00,44.64,43.92,10.77,0
Madeira,22.11,47.11,47.45,9.28,0
Madeira,22.76,47.93,47.45,9.53,0
Madeira,22.80,44.64,43.92,8.08,0
Madeira,22.35,44.35,45.10,6.67,0
Madeira,24.21,47.11,47.45,5.58,0
Madeira,24.71,45.54,43.92,4.57,0
Madeira,23.27,43.75,43.92,3.89,0
Madeira,22.50,46.28,47.45,3.52,0
Madeira,23.33,46.55,45.49,3.58,0
Madeira,22.80,44.64,43.92,3.01,0
Madeira,22.22,45.38,46.67,3.43,0
Madeira,22.76,47.93,47.45,3.58,0
Madeira,24.00,44.64,43.92,3.39,0
Madeira,22.04,43.36,44.31,3.04,0
Madeira,23.16,47.11,47.45,2.74,0
Madeira,24.00,44.64,43.92,2.65,0
Madeira,23.27,43.75,43.92,2.55,0
Madeira,23.16,47.11,47.45,3.09,0
Madeira,22.91,47.01,45.88,3.04,0
Madeira,22.80,44.64,43.92,3.06,0
Madeira,22.64,45.30,45.88,2.79,0
Madeira,22.76,47.93,47.45,4.68,0
Madeira,23.75,43.24,43.53,6.73,0
Madeira,23.27,43.75,43.92,6.86,0
Madeira,23.16,47.11,47.45,7.07,0
Madeira,24.71,45.13,44.31,8.77,0
Madeira,24.00,44.64,43.92,7.91,0
Madeira,22.76,47.93,47.45,8.44,0
Madeira,22.50,47.46,46.27,10.03,0
Madeira,25.20,44.64,43.92,9.12,0
Madeira,23.53,44.35,45.10,8.26,0
Madeira,23.79,47.93,47.45,8.45,0
Madeira,24.00,44.64,43.92,7.90,0
Madeira,24.49,43.75,43.92,7.10,0
Madeira,22.50,46.28,47.45,9.15,0
Madeira,24.23,45.61,44.71,8.26,0
Madeira,22.80,44.64,43.92,7.23,0
Madeira,22.22,45.38,46.67,6.43,0
Madeira,22.76,47.93,47.45,5.46,0
Madeira,24.00,44.64,43.92,5.05,0
Madeira,22.04,43.36,44.31,4.32,0
Madeira,23.16,47.11,47.45,3.91,0
Madeira,24.00,44.64,43.92,4.15,0
Madeira,24.00,44.64,43.92,3.84,0
Madeira,23.16,47.11,47.45,4.20,0
Madeira,23.16,48.31,46.27,5.06,0
Madeira,24.00,44.64,43.92,5.91,0
Madeira,23.08,44.83,45.49,7.96,0
Madeira,23.79,47.93,47.45,7.38,0
Madeira,24.00,44.64,43.92,7.73,0
Madeira,22.04,43.75,43.92,6.92,0
Madeira,23.16,47.11,47.45,6.90,0
Madeira,23.77,46.49,44.71,6.52,0
Madeira,24.00,44.64,43.92,7.14,0
Madeira,23.79,47.93,47.45,6.66,0
Madeira,23.39,48.76,47.45,6.17,0
Madeira,22.80,44.64,43.92,6.26,0
Madeira,23.53,44.74,44.71,6.10,0
Madeira,23.79,47.93,47.45,7.53,0
Madeira,22.80,44.64,43.92,7.26,0
Madeira,22.04,43.75,43.92,9.80,0
Madeira,22.50,46.28,47.45,8.57,0
Madeira,22.91,47.01,45.88,10.42,0
Madeira,22.80,44.64,43.92,9.25,0
Madeira,22.91,46.22,46.67,10.03,0
Madeira,23.79,47.93,47.45,9.39,0
Madeira,24.00,44.64,43.92,9.54,0
Madeira,24.49,43.75,43.92,8.08,0
Madeira,23.16,47.11,47.45,7.32,0
Madeira,24.71,45.13,44.31,7.01,0
Madeira,24.71,45.54,43.92,6.48,0
Madeira,23.16,47.11,47.45,5.44,0
Madeira,23.57,47.46,46.27,4.79,0
Madeira,24.00,44.64,43.92,4.54,0
Madeira,21.92,44.83,45.49,4.04,0
Madeira,23.79,47.93,47.45,3.70,0
Madeira,22.80,44.64,43.92,3.33,0
Madeira,23.27,43.75,43.92,3.39,0
Madeira,23.16,47.11,47.45,4.20,0
Madeira,23.77,46.09,45.10,3.89,0
Madeira,22.80,44.64,43.92,4.23,0
Madeira,22.91,46.22,46.67,7.22,0
Madeira,22.76,47.93,47.45,10.29,0
Madeira,22.80,44.64,43.92,11.51,0
Madeira,24.00,44.25,44.31,13.31,0
Madeira,23.16,47.11,47.45,15.79,0
Madeira,24.00,44.64,43.92,16.12,0
Madeira,24.00,44.64,43.92,14.24,0
Madeira,24.21,47.11,47.45,12.03,0
Madeira,24.00,47.01,45.88,11.17,0
Madeira,22.80,44.64,43.92,9.95,0
Madeira,22.22,45.76,46.27,10.34,0
Madeira,23.79,47.93,47.45,8.86,0
Madeira,23.53,45.54,43.92,7.88,0
Madeira,24.49,43.75,43.92,7.40,0
Madeira,23.16,47.11,47.45,6.69,0
Madeira,24.00,44.64,43.92,6.04,0
Madeira,24.00,44.64,43.92,5.68,0
Madeira,22.11,47.11,47.45,5.08,0
Madeira,21.43,47.06,46.67,5.00,0
Madeira,24.00,44.64,43.92,6.77,0
Madeira,24.00,47.01,45.88,6.49,0
Madeira,23.79,47.93,47.45,5.91,0
Madeira,24.00,44.64,43.92,6.85,0
Madeira,24.49,43.75,43.92,9.68,0
Madeira,23.79,47.93,47.45,9.91,0
Madeira,24.23,45.61,44.71,9.00,0
Madeira,24.00,44.64,43.92,7.87,0
Madeira,22.91,46.22,46.67,10.47,0
Madeira,22.11,47.50,47.06,9.31,0
Madeira,22.80,44.64,43.92,8.18,0
Madeira,22.80,43.86,44.71,7.93,0
Madeira,23.79,47.93,47.45,7.75,0
Madeira,24.00,44.64,43.92,6.54,0
Madeira,24.00,44.64,43.92,5.92,0
Madeira,23.16,47.11,47.45,5.03,0
Madeira,23.33,46.55,45.49,4.43,0
Madeira,24.00,44.64,43.92,4.44,0
Madeira,24.00,46.61,46.27,4.36,0
Madeira,23.79,47.93,47.45,3.90,0
Madeira,24.00,44.64,43.92,4.75,0
Madeira,24.49,43.75,43.92,12.44,0
Madeira,23.16,47.11,47.45,14.26,0
Madeira,24.00,44.64,43.92,12.32,0
Madeira,24.00,44.64,43.92,21.19,0
Madeira,23.16,47.11,47.45,19.20,0
Madeira,23.57,47.46,46.27,17.18,0
Madeira,24.00,44.64,43.92,15.36,0
Madeira,23.33,46.15,45.88,15.80,0
Madeira,23.79,47.93,47.45,13.20,0
Madeira,22.80,44.64,43.92,12.56,0
Madeira,23.27,43.75,43.92,10.98,0
Madeira,23.16,47.11,47.45,10.48,0
